File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF229BEY	bed narrowPeak	peaks	ENCSR490JVQ	DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	female	51 year	Homo sapiens							DNA					False	2017-12-13	ENCODE				1							ENCFF390DNP, ENCFF985OXZ	1657494	ENCODE Processing Pipeline	abf03c4bb0db778ac5850d0e8c050ff9		https://www.encodeproject.org/files/ENCFF229BEY/@@download/ENCFF229BEY.bed.gz	hg19			released	low spot score	experiment not submitted to GEO		
ENCFF001UVB	bed narrowPeak	peaks	ENCSR000EJC	DNase-seq	EFO:0005335	GM10266	immortalized cell line	unknown	male	38 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE												2222920	Gregory Crawford, Duke	899eb44ee6d8760ce24f8cba11487553		https://www.encodeproject.org/files/ENCFF001UVB/@@download/ENCFF001UVB.bed.gz	hg19			archived		missing derived_from		extremely low read depth, extremely low spot score
ENCFF083DOJ	bed narrowPeak	peaks	ENCSR000EJC	DNase-seq	EFO:0005335	GM10266	immortalized cell line	unknown	male	38 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF825YMA, ENCFF967OQF	111	ENCODE Processing Pipeline	c02b9852dfdcbacba9fd7b2ee29445f3		https://www.encodeproject.org/files/ENCFF083DOJ/@@download/ENCFF083DOJ.bed.gz	GRCh38			released				extremely low read depth, extremely low spot score
ENCFF398PDB	bed narrowPeak	peaks	ENCSR000EJC	DNase-seq	EFO:0005335	GM10266	immortalized cell line	unknown	male	38 year	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF368PTC, ENCFF390DNP	3755813	ENCODE Processing Pipeline	669bbc796b6d3255522347ec6f9632b9		https://www.encodeproject.org/files/ENCFF398PDB/@@download/ENCFF398PDB.bed.gz	hg19			released				extremely low read depth, extremely low spot score
ENCFF001SPU	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001CLO, ENCFF001CLQ	1558856	John Stamatoyannopoulos, UW	ede0cb7737afb203a0e1dbe2d9cc6904		https://www.encodeproject.org/files/ENCFF001SPU/@@download/ENCFF001SPU.bed.gz	hg19			archived	low read depth			
ENCFF001WDF	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001CLO	1888721	John Stamatoyannopoulos, UW	0af330f171c3cf476eaeb92d4a529d32		https://www.encodeproject.org/files/ENCFF001WDF/@@download/ENCFF001WDF.bed.gz	hg19			archived	low read depth			
ENCFF001WDG	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001CLQ	1866048	John Stamatoyannopoulos, UW	bdeeada72a713979e0d9a13419b1e169		https://www.encodeproject.org/files/ENCFF001WDG/@@download/ENCFF001WDG.bed.gz	hg19			archived	low read depth			
ENCFF925XGT	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF163ZHO, ENCFF872YFI	844369	ENCODE Processing Pipeline	0529a7b48691bb4aae6c9855a5965753		https://www.encodeproject.org/files/ENCFF925XGT/@@download/ENCFF925XGT.bed.gz	hg19			archived	low read depth			
ENCFF795LZP	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF163ZHO, ENCFF543USK	561498	ENCODE Processing Pipeline	bcd0e5af6d34c8d1b6e388bb1ea34a72		https://www.encodeproject.org/files/ENCFF795LZP/@@download/ENCFF795LZP.bed.gz	hg19			archived	low read depth			
ENCFF332NQS	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF755DTB, ENCFF992CZQ	845985	ENCODE Processing Pipeline	43780fb337dd65569110728c1415de56		https://www.encodeproject.org/files/ENCFF332NQS/@@download/ENCFF332NQS.bed.gz	GRCh38			archived	low read depth			
ENCFF692QLL	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF270GSM, ENCFF992CZQ	819552	ENCODE Processing Pipeline	93d92e8ee786922aeb87e981d2999af7		https://www.encodeproject.org/files/ENCFF692QLL/@@download/ENCFF692QLL.bed.gz	GRCh38			archived	low read depth			
ENCFF789MJL	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF881KPD, ENCFF967OQF	877980	ENCODE Processing Pipeline	8153d2802e08ad943fe9528f9fc44276		https://www.encodeproject.org/files/ENCFF789MJL/@@download/ENCFF789MJL.bed.gz	GRCh38			released	low read depth			
ENCFF200OYB	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF279WTM, ENCFF967OQF	850066	ENCODE Processing Pipeline	77c3cb6348327352603ecd0ffe543705		https://www.encodeproject.org/files/ENCFF200OYB/@@download/ENCFF200OYB.bed.gz	GRCh38			released	low read depth			
ENCFF750NXJ	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF579VEC	875810	ENCODE Processing Pipeline	56b408875d50a2903a197da0573603e1		https://www.encodeproject.org/files/ENCFF750NXJ/@@download/ENCFF750NXJ.bed.gz	hg19			released	low read depth			
ENCFF031NOJ	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF461SRY	847438	ENCODE Processing Pipeline	d6977fc32c722412109fc2f252d32a3f		https://www.encodeproject.org/files/ENCFF031NOJ/@@download/ENCFF031NOJ.bed.gz	hg19			released	low read depth			
ENCFF583GGY	bed narrowPeak	peaks	ENCSR131JVA	DNase-seq	UBERON:0000945	stomach	tissue	adult	female	53 year	Homo sapiens							DNA					False	2017-10-01	ENCODE				1							ENCFF028YFU, ENCFF967OQF	2120215	ENCODE Processing Pipeline	62ed7b4de7ed013999d72b05df4bd4cb		https://www.encodeproject.org/files/ENCFF583GGY/@@download/ENCFF583GGY.bed.gz	GRCh38			released	low spot score	experiment not submitted to GEO		
ENCFF512ZNR	bed narrowPeak	peaks	ENCSR131JVA	DNase-seq	UBERON:0000945	stomach	tissue	adult	female	53 year	Homo sapiens							DNA					False	2017-10-01	ENCODE				1							ENCFF390DNP, ENCFF758MDE	2101835	ENCODE Processing Pipeline	b22d6f5abbe181e57d9c8b2f58edfefb		https://www.encodeproject.org/files/ENCFF512ZNR/@@download/ENCFF512ZNR.bed.gz	hg19			released	low spot score	experiment not submitted to GEO		
ENCFF207DUM	bed narrowPeak	peaks	ENCSR999TSD	DNase-seq	UBERON:0001621	coronary artery	tissue	adult	female	51 year	Homo sapiens							DNA					False	2017-11-01	ENCODE				1							ENCFF157EBV, ENCFF967OQF	1565299	ENCODE Processing Pipeline	45ed2f76cfcd0da43f6344739192b12c		https://www.encodeproject.org/files/ENCFF207DUM/@@download/ENCFF207DUM.bed.gz	GRCh38			released		experiment not submitted to GEO		extremely low spot score
ENCFF289CNR	bed narrowPeak	peaks	ENCSR999TSD	DNase-seq	UBERON:0001621	coronary artery	tissue	adult	female	51 year	Homo sapiens							DNA					False	2017-11-01	ENCODE				1							ENCFF390DNP, ENCFF483ZOA	1551141	ENCODE Processing Pipeline	3a964d2388767f658d89e03dd5928ea4		https://www.encodeproject.org/files/ENCFF289CNR/@@download/ENCFF289CNR.bed.gz	hg19			released		experiment not submitted to GEO		extremely low spot score
ENCFF001UXG	bed narrowPeak	peaks	ENCSR000ELG	DNase-seq	CL:0000788	naive B cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE												1414516	Gregory Crawford, Duke	3a903a8662e24fc5bb30cfe04fa05b18		https://www.encodeproject.org/files/ENCFF001UXG/@@download/ENCFF001UXG.bed.gz	hg19			archived		missing derived_from		extremely low read depth, extremely low spot score
ENCFF032GFL	bed narrowPeak	peaks	ENCSR000ELG	DNase-seq	CL:0000788	naive B cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF016RRF, ENCFF967OQF	111	ENCODE Processing Pipeline	82bf8096941f80174bb532e60ccd2aed		https://www.encodeproject.org/files/ENCFF032GFL/@@download/ENCFF032GFL.bed.gz	GRCh38			released				extremely low read depth, extremely low spot score
ENCFF216JVB	bed narrowPeak	peaks	ENCSR000ELG	DNase-seq	CL:0000788	naive B cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF367VFE, ENCFF390DNP	2717993	ENCODE Processing Pipeline	694c13b8abc8fa4f342b7ad8dcfefa9d		https://www.encodeproject.org/files/ENCFF216JVB/@@download/ENCFF216JVB.bed.gz	hg19			released				extremely low read depth, extremely low spot score
ENCFF001SPW	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001CMJ, ENCFF001CMO	1912812	John Stamatoyannopoulos, UW	27bf453ed5a7c8eca772ca4a2850fa0f		https://www.encodeproject.org/files/ENCFF001SPW/@@download/ENCFF001SPW.bed.gz	hg19			archived	low read depth			
ENCFF001WDN	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001CMJ	2292410	John Stamatoyannopoulos, UW	a12753d0b8d546473c733ba9be045a5c		https://www.encodeproject.org/files/ENCFF001WDN/@@download/ENCFF001WDN.bed.gz	hg19			archived	low read depth			
ENCFF001WDO	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001CMO	1879183	John Stamatoyannopoulos, UW	ddac6a15acd64d7b83753f2b5234e44a		https://www.encodeproject.org/files/ENCFF001WDO/@@download/ENCFF001WDO.bed.gz	hg19			archived	low read depth			
ENCFF163CZY	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF163ZHO, ENCFF361HHN	1204218	ENCODE Processing Pipeline	0c240d2b356798cf88df8c89de312c89		https://www.encodeproject.org/files/ENCFF163CZY/@@download/ENCFF163CZY.bed.gz	hg19			archived	low read depth			
ENCFF104WMR	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF009BHO, ENCFF163ZHO	1047886	ENCODE Processing Pipeline	699ebc056cbfc0f19f1bc7fb503ae7ef		https://www.encodeproject.org/files/ENCFF104WMR/@@download/ENCFF104WMR.bed.gz	hg19			archived	low read depth			
ENCFF027EDA	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF302FSQ, ENCFF992CZQ	1207779	ENCODE Processing Pipeline	9edd475eda7210c140b59f32a5916e6a		https://www.encodeproject.org/files/ENCFF027EDA/@@download/ENCFF027EDA.bed.gz	GRCh38			archived	low read depth			
ENCFF893EEA	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF721QFA, ENCFF992CZQ	1051906	ENCODE Processing Pipeline	b430d8976a59c3dae0fe828080a8bfa2		https://www.encodeproject.org/files/ENCFF893EEA/@@download/ENCFF893EEA.bed.gz	GRCh38			archived	low read depth			
ENCFF894KNE	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF503STA, ENCFF967OQF	1247594	ENCODE Processing Pipeline	b6730445fe359e69c8641258e4d572b0		https://www.encodeproject.org/files/ENCFF894KNE/@@download/ENCFF894KNE.bed.gz	GRCh38			released	low read depth			
ENCFF987JFO	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF949KIR, ENCFF967OQF	1084645	ENCODE Processing Pipeline	622e241a4a7433a3c251a4c4dafde23f		https://www.encodeproject.org/files/ENCFF987JFO/@@download/ENCFF987JFO.bed.gz	GRCh38			released	low read depth			
ENCFF574NSS	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF915CMQ	1244436	ENCODE Processing Pipeline	29381229352905cc2a1f0d5305a33efc		https://www.encodeproject.org/files/ENCFF574NSS/@@download/ENCFF574NSS.bed.gz	hg19			released	low read depth			
ENCFF774SPP	bed narrowPeak	peaks	ENCSR000ELZ	DNase-seq	CL:2000012	fibroblast of pedal digit skin	primary cell	adult	female	21 year	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF638LLI	1082707	ENCODE Processing Pipeline	260308b193d866ca7e36f3b1a1bd65e0		https://www.encodeproject.org/files/ENCFF774SPP/@@download/ENCFF774SPP.bed.gz	hg19			released	low read depth			
ENCFF001SPO	bed narrowPeak	peaks	ENCSR000ELP	DNase-seq	EFO:0002323	RWPE1	immortalized cell line	adult	male	54 year	Homo sapiens							DNA		see document	see document		False	2012-03-28	ENCODE												1440148	Gregory Crawford, Duke	b081f717cdcfcb5f6c335297ffd81c20		https://www.encodeproject.org/files/ENCFF001SPO/@@download/ENCFF001SPO.bed.gz	hg19			archived	low spot score	missing derived_from		extremely low read depth
ENCFF001UXP	bed narrowPeak	peaks	ENCSR000ELP	DNase-seq	EFO:0002323	RWPE1	immortalized cell line	adult	male	54 year	Homo sapiens							DNA		see document	see document		False	2012-03-28	ENCODE												2262330	Gregory Crawford, Duke	c878183035dbe43ae1bde3719163f24c		https://www.encodeproject.org/files/ENCFF001UXP/@@download/ENCFF001UXP.bed.gz	hg19			archived	low spot score	missing derived_from		extremely low read depth
ENCFF814ZOU	bed narrowPeak	peaks	ENCSR000ELP	DNase-seq	EFO:0002323	RWPE1	immortalized cell line	adult	male	54 year	Homo sapiens							DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF497SLL, ENCFF967OQF	12643	ENCODE Processing Pipeline	edf07527b917c25ccff444ac73dd8205		https://www.encodeproject.org/files/ENCFF814ZOU/@@download/ENCFF814ZOU.bed.gz	GRCh38			released	low spot score			extremely low read depth
ENCFF038KBQ	bed narrowPeak	peaks	ENCSR000ELP	DNase-seq	EFO:0002323	RWPE1	immortalized cell line	adult	male	54 year	Homo sapiens							DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF390DNP, ENCFF688CCE	1833267	ENCODE Processing Pipeline	a435d88b778a795ae5ec5260f948a0c5		https://www.encodeproject.org/files/ENCFF038KBQ/@@download/ENCFF038KBQ.bed.gz	hg19			released	low spot score			extremely low read depth
ENCFF893JHA	bed narrowPeak	peaks	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	embryonic	female	101 day, 103 day	Homo sapiens							DNA					False	2017-10-02	ENCODE				1							ENCFF747XFS, ENCFF967OQF	2148153	ENCODE Processing Pipeline	8226db01e3ac34f43df586e2d0dc11b5		https://www.encodeproject.org/files/ENCFF893JHA/@@download/ENCFF893JHA.bed.gz	GRCh38			released	low spot score	experiment not submitted to GEO		
ENCFF104UPL	bed narrowPeak	peaks	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	embryonic	female	101 day, 103 day	Homo sapiens							DNA					False	2017-10-02	ENCODE				2							ENCFF752CGA, ENCFF967OQF	1911012	ENCODE Processing Pipeline	9da4fba99d29528eea1299353925a32c		https://www.encodeproject.org/files/ENCFF104UPL/@@download/ENCFF104UPL.bed.gz	GRCh38			released	low spot score	experiment not submitted to GEO		
ENCFF274OCE	bed narrowPeak	peaks	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	embryonic	female	101 day, 103 day	Homo sapiens							DNA					False	2017-10-02	ENCODE				1							ENCFF390DNP, ENCFF566BGJ	2147308	ENCODE Processing Pipeline	d82002c328756f3200877e2c83ead39a		https://www.encodeproject.org/files/ENCFF274OCE/@@download/ENCFF274OCE.bed.gz	hg19			released	low spot score	experiment not submitted to GEO		
ENCFF227SBF	bed narrowPeak	peaks	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	embryonic	female	101 day, 103 day	Homo sapiens							DNA					False	2017-10-02	ENCODE				2							ENCFF390DNP, ENCFF519UYK	1909675	ENCODE Processing Pipeline	fd807c6ebd09d526268790a873850161		https://www.encodeproject.org/files/ENCFF227SBF/@@download/ENCFF227SBF.bed.gz	hg19			released	low spot score	experiment not submitted to GEO		
ENCFF001SSD	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1, 2							ENCFF001EDT, ENCFF001EED	1571708	John Stamatoyannopoulos, UW	b4a1bb6818000c680e8017695430457a		https://www.encodeproject.org/files/ENCFF001SSD/@@download/ENCFF001SSD.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF001WRX	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF001EDT	1956324	John Stamatoyannopoulos, UW	5e70fc4b2ac0f5b6e1ee195d856e054e		https://www.encodeproject.org/files/ENCFF001WRX/@@download/ENCFF001WRX.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF001WRY	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				2							ENCFF001EED	1876121	John Stamatoyannopoulos, UW	2a707ce48df3f49af8a0a93a41ff876b		https://www.encodeproject.org/files/ENCFF001WRY/@@download/ENCFF001WRY.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF504FWZ	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF121VHH, ENCFF163ZHO	1009000	ENCODE Processing Pipeline	0c6ac1e8b48adf87f2429ff7b0bce0fd		https://www.encodeproject.org/files/ENCFF504FWZ/@@download/ENCFF504FWZ.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF577MUT	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				2							ENCFF163ZHO, ENCFF972SLL	994961	ENCODE Processing Pipeline	ddec5db1beb494546549925e00fe24d4		https://www.encodeproject.org/files/ENCFF577MUT/@@download/ENCFF577MUT.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF590KXD	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF222FBW, ENCFF992CZQ	1014368	ENCODE Processing Pipeline	e6e9c319b0081ddba1ca60ca42398315		https://www.encodeproject.org/files/ENCFF590KXD/@@download/ENCFF590KXD.bed.gz	GRCh38			archived	low read depth, low spot score			
